Accomodation_Type,Any_Relationships,From_Dummy,Household_ID,Resident_Count,Ownership_Type,QID,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
3,,0,h90390291122851590,2,-9,q8779869340507337,"43 Humphreys hills
Wilkinsonmouth",CB9M 2XA,420,304271786327,2,14,14
-3,,0,h35362876306232361,3,3,q5595712236251704,"9 Lewis springs
North Jessica",M0C 3WE,957,344972836140,3,4,4
-9,,0,h58965946897092319,2,3,q9410453362582383,"Studio 9
Amber harbors
Sianhaven",E3D 4RG,215,660390180560,2,72,72
4,,0,h10071333152994938,2,2,q2501999682007346,"273 Joanna islands
East Kimberley",N6 5UX,676,344337228446,2,88,88
3,,0,h34334069544922286,2,5,q4285916999142827,"Studio 98
Beverley manors
Hardyfurt",L93 1TU,600,78322020199,2,44,44
2,,0,h80424591602578555,2,-7,q5131467293414236,"2 Ward mountain
West Marion",HS3Y 4AN,991,833401660595,2,82,82
-9,,0,h43972266412768975,1,-9,q6247744905511298,"1 Fitzgerald highway
Baileyhaven",CA48 3AA,997,14989645816,1,87,87
-7,,0,h61364840081442977,2,2,q5549793470242720,"Studio 14
Ross causeway
West Stuartmouth",PR7 7GD,944,918065283838,2,39,39
4,,0,h34997558208328195,4,2,q7933365889036868,"61 Chelsea motorway
Leahberg",E3 9BB,693,489911948726,4,65,65
6,,0,h11249931710662414,1,-9,q3708147835639676,"Studio 55V
Lucy drive
New Ashleigh",NN6 0LE,650,597248606023,1,68,68
7,,0,h38778847016617094,3,2,q8033682861958543,"6 Bethany trail
South Rita",PR10 1WP,229,876544998196,3,29,29
-7,,0,h87264938736869509,1,5,q7160760246516616,"0 Lorraine creek
Abbieland",B6H 2BT,352,673820983074,1,76,76
4,,0,h84179571646021080,2,4,q9961329494089211,"Studio 64d
Thompson way
West Guy",CV3N 7AW,684,443321888288,2,58,58
-3,,0,h65194450658282457,3,-9,q4455192014891810,"Flat 69c
Conor dale
Port Roger",CF73 9XA,434,679076863678,3,64,64
6,,0,h13149721330934381,2,2,q7979235367824360,"Flat 42
Jennings glen
Aliton",DA5 7RQ,702,115325497438,2,57,57
-7,,0,h50697411343595318,1,4,q9239220939761253,"Flat 65c
Thompson green
Barkerview",DT74 9JN,926,864035240133,1,48,48
2,,0,h43878080377110571,2,4,q1487995928531520,"Flat 08Q
Smith junction
Brettbury",N2F 9QU,499,827233278844,2,51,51
-9,,0,h24221040347361869,1,1,q6039667546779806,"Flat 08
Wilson throughway
New Paulhaven",SO22 5RE,282,989054463158,1,67,67
5,,0,h19517809650355362,1,3,q3221880607996984,"49 Fry brook
Garyberg",G8 2LX,652,891681492657,1,59,59
-3,,0,h25777598444642418,4,1,q5856295537525096,"942 Morgan inlet
South Mandyview",N7C 2TQ,315,586698496595,4,76,76
3,,0,h63616494580936660,1,5,q7780868064580145,"Studio 4
Mitchell landing
Lake Malcolmbury",HG0 8XZ,276,336619448264,1,62,62
6,,0,h35924919894357213,4,2,q3415844942733917,"2 Moran meadows
Sandraburgh",NG1 8FU,703,814715307480,4,79,79
4,,0,h49702157718336252,3,-7,q9888595587158879,"Flat 57
Terence ramp
Leahfort",G7 8LB,248,954423751201,3,64,64
2,,0,h19550787365560402,1,1,q4768793776551864,"Studio 05N
Fox ferry
North Jacquelineshire",B88 6EQ,315,966103021810,1,59,59
5,,0,h13618572059376393,3,2,q4282272620063003,"Flat 5
Clark inlet
New Carolynton",L33 0LE,812,814010025616,3,44,44
2,,0,h36385372932462785,1,4,q9780897776034025,"086 White hills
Cookstad",B0 0WB,273,467153523383,1,25,25
4,,0,h10031932797659517,2,4,q9952629477925546,"Flat 09I
Taylor loaf
Murrayshire",FY0R 5HG,798,638616444415,2,23,23
-3,,0,h23483407030136969,2,4,q9336877689003425,"Flat 08
Harrison rest
East Franciston",BD33 1TZ,471,309495896950,2,73,73
6,,0,h19500354883053068,1,1,q5869750277148545,"Flat 6
Young greens
New Stacey",M64 8PX,148,584282127015,1,18,18
7,,0,h35285395532672159,3,3,q4509787476114681,"418 Allan underpass
South Arthurport",M8 3ZN,674,461488325741,3,13,13
6,,0,h48628818033852516,2,3,q7431281093540206,"6 Jean landing
Lake Dylanland",L5U 4RZ,224,800864442930,2,11,11
6,,0,h69038702387749651,3,2,q6405266794263595,"8 Phillip green
Katyhaven",E01 3TY,431,941344821088,3,45,45
1,,0,h81354108203263000,5,-7,q1227843567030059,"31 Tina ridge
Joeburgh",B3F 7TP,966,321482693119,5,58,58
1,,0,h71832433764751772,1,3,q8770151750391620,"7 Fletcher mission
Rowleyberg",PA2N 1WU,489,805933100120,1,81,81
6,,0,h16696290597797637,1,2,q6236436160135123,"Studio 18
Brenda lane
Griffinchester",RH4W 3AR,548,960513705011,1,25,25
-9,,0,h45157016642755910,4,-9,q2662094259971967,"Studio 81E
Blake crossroad
New Kate",PR5 5HQ,974,968298642926,4,32,32
6,,0,h22884795218473644,2,-9,q7446731723516916,"Studio 64G
Arthur islands
Jadehaven",GY4E 2GP,344,439538314844,2,80,80
7,,0,h83234623332453018,1,-7,q4979855755970579,"Studio 52
Howarth island
Lake Kerrybury",S42 6BF,300,222601962652,1,23,23
6,,0,h85798268647683374,2,-9,q5836684106805480,"83 Kevin unions
West Tinamouth",W7 6LP,629,249983291772,2,40,40
6,,0,h45637618398715025,2,5,q3680990380129284,"696 Doyle island
South Juliemouth",OX8A 2AS,171,907809652183,2,15,15
4,,0,h71177570918149055,2,-7,q6270863864354911,"Flat 4
Mary courts
Sophietown",S2C 7JL,168,820403381847,2,14,14
-7,,0,h33050959981673235,2,4,q5444494804262048,"Studio 1
Leon ville
Wardmouth",WC9 6ZA,910,526543683447,2,24,24
5,,0,h50498400823872191,2,4,q4497819175959109,"Flat 4
Adams trail
Elizabethburgh",G0T 2FD,466,373442039436,2,85,85
5,,0,h26764179280979983,2,-7,q7070857112730547,"8 Jemma tunnel
New Elliot",EX0 4RX,936,958311389152,2,79,79
4,,0,h47929560271523342,1,-7,q7211558840347130,"286 Chapman loop
West Patrickbury",SW3H 0QP,792,192532075446,1,50,50
3,,0,h83217375006422908,2,1,q9386908452979368,"Studio 02
Damian trace
South Stacey",DT82 8TT,447,760749723292,2,4,4
5,,0,h75856300695690465,2,2,q2115019666668193,"Flat 47
Janet ridge
West Helen",M95 3BE,970,70075727550,2,69,69
2,,0,h33338229754673420,2,2,q6165510652222076,"Studio 72
Slater trafficway
Smithtown",HD6 3PU,514,224015958176,2,11,11
5,,0,h44851671383527392,2,-7,q3526326302206777,"7 Russell stream
East Julian",N63 9BE,809,744689036773,2,86,86
4,,0,h95588837909146463,2,3,q4730475660448505,"Flat 9
Byrne trafficway
Cherylborough",L66 5AR,647,229217116493,2,94,94
6,,0,h58786154442248954,3,-9,q7398352752576975,"5 Patrick key
West Lisa",NR5 8ZA,913,700221009833,3,13,13
-7,,0,h25417448820398137,2,5,q1509432219145538,"1 Yvonne corners
New Glenchester",N63 1PJ,171,951814585452,2,4,4
-9,,0,h28189723027376557,2,4,q2373440707423983,"Studio 47
Alison flats
Lake Justinland",GU9 3LS,807,5097475410,2,70,70
6,,0,h47765364837126349,1,4,q5386482272169439,"Studio 99N
Fuller roads
New Angela",CV33 9FS,257,337421635254,1,57,57
4,,0,h12972469023172725,5,3,q5292940569621134,"91 Godfrey street
North Lee",SL8R 6JU,909,99451503633,5,15,15
6,,0,h35402624194012298,3,-7,q9489622879113553,"Flat 61G
Hopkins gardens
Knightchester",G8 6YS,859,379387450450,3,89,89
5,,0,h57421545327566654,3,3,q3802975307620611,"97 Daniel mountains
North Dylan",KT8 9WZ,332,508313331388,3,12,12
-9,,0,h14867460468831574,2,-7,q5574194524818110,"Studio 27
Bell tunnel
Fletcherburgh",L60 9PG,889,937186045073,2,85,85
7,,0,h60615848210782955,4,3,q5720762218791842,"179 Colin parks
West Nicholas",L97 3TU,416,756247506301,4,91,91
5,,0,h76168818408900830,1,3,q5243413594905446,"2 Lynda green
Williamview",G92 1JX,211,208590315225,1,90,90
6,,0,h17966404634421253,2,-9,q6150991686235626,"Studio 8
Moore harbors
Carpenterberg",B96 7DF,135,208274724579,2,14,14
7,,0,h42359602361130024,2,-7,q2708757600013599,"Studio 66L
Eileen squares
New Leah",M0S 4NX,815,736642398227,2,56,56
1,,0,h99822172589438277,3,5,q1189117743256313,"1 Joe village
East Abbiestad",B9 5AT,118,873911769875,3,97,97
4,,0,h17437804297185427,4,5,q6573151678612903,"Studio 7
Elliott greens
Debraland",TW8 8LS,639,811595503946,4,79,79
-7,,0,h26922483351349131,2,4,q3128138475689757,"Flat 18
Damien rue
North Charles",L7U 5ZD,767,644017590707,2,82,82
7,,0,h50872628419132631,2,-9,q7314880703124028,"1 Jennifer summit
Smithfort",L3D 9TD,202,762882800896,2,17,17
-7,,0,h36886124000393555,2,-9,q8135744036841991,"9 Martin cape
Port Martin",B2 5LW,719,561615668392,2,92,92
4,,0,h20114335052132334,1,4,q1985015640767891,"3 Elliott shoal
New Lewisville",B5 0PE,641,832920453066,1,11,11
6,,0,h36689040878445071,2,4,q2339595710086907,"Flat 9
Dean flat
Turnerfort",G6C 7LD,985,977962632472,2,27,27
-9,,0,h71356279673731970,1,2,q1715500941571185,"40 Ross tunnel
Geraldchester",FY1 6QR,838,628717368981,1,90,90
1,,0,h57523682077481304,4,-9,q2870921588116517,"5 Damien islands
East Pauline",RG9R 4TF,396,371668557638,4,72,72
-7,,0,h48663545408271735,2,-9,q6500726429799255,"1 Tom lights
Russelltown",HA84 6DQ,616,484774131480,2,8,8
2,,0,h35548766331009504,1,3,q2684862665209748,"50 Mohammed stream
Helenshire",S42 9FP,440,998120506259,1,29,29
5,,0,h18789333928354268,1,4,q3888552806427855,"07 Lynn extension
Port Caroline",WD15 8YY,811,299502793805,1,98,98
4,,0,h62442294036131711,1,1,q1054625650215872,"Flat 70
Craig greens
East Henry",HR46 6HH,810,834177410170,1,52,52
3,,0,h57526029524995380,5,-9,q3289026401207556,"Flat 48
Katie harbors
Donaldhaven",E7 9HZ,763,361559183534,5,70,70
3,,0,h31244122670562954,2,1,q1364642650118471,"2 Burgess estates
New Maureenmouth",ZE56 7DT,751,113543180443,2,22,22
3,,0,h59269406464345060,5,5,q2969479710084744,"722 Shannon land
New Ashley",RG9 1GA,923,512519425927,5,23,23
7,,0,h20091600022338327,2,5,q4694069540043077,"Studio 9
Miles freeway
New Harrytown",BT19 6YY,512,979962284163,2,91,91
-9,,0,h15390016394600480,1,4,q1505864963685255,"645 Garry crossing
East Declan",G3T 4XB,720,457515998353,1,23,23
6,,0,h58983110000398724,2,-7,q8424556562688486,"08 Roberts pines
West Sheila",BH73 4QU,461,296181626971,2,79,79
7,,0,h61133863244056595,2,4,q5117708453834044,"Flat 1
Katy oval
New Kirsty",TN20 4NW,457,672231008340,2,24,24
2,,0,h54546622418231158,4,-7,q7180341798121281,"519 Wyatt dale
Owensville",CF7V 3DW,452,507703489864,4,21,21
7,,0,h98689957632450586,2,4,q7679916654564829,"697 Mohammad roads
West Brettchester",M29 2DG,397,838357209366,2,84,84
7,,0,h68366894491913608,1,1,q8715184036836204,"013 Holt plains
Longview",E51 8BA,353,515604953711,1,3,3
-9,,0,h57688003274153399,2,1,q3284812025419809,"Studio 0
Williams garden
West Francesca",OL83 4XW,712,51336163892,2,54,54
6,,0,h29644237546640148,4,-7,q8933168337096011,"Flat 43
Sarah island
Lake Leonard",LS0V 8PB,506,555078730703,4,13,13
-3,,0,h38290354086943534,2,-9,q1147096805894789,"Flat 06I
Angela center
Taylorburgh",W2G 2BT,124,323674174749,2,20,20
5,,0,h98172368093576136,2,-9,q2917921628704564,"Flat 7
Dawn key
Elliechester",PO3 8BF,216,678520828832,2,8,8
3,,0,h85819423706505281,2,1,q1851614278492623,"838 Ben freeway
Elaineberg",LN3B 5UZ,236,707593615528,2,76,76
1,,0,h58011057194294851,1,-7,q1183516754471936,"Studio 2
Green coves
Lake Joelchester",L20 8AR,540,618258140540,1,94,94
5,,0,h72192800349281010,1,1,q4613872035777031,"2 Morrison radial
Kempside",BD4 5LT,485,454845073502,1,15,15
1,,0,h41764071018848488,2,-9,q9134436407103889,"Flat 12O
Hyde locks
Millershire",RG0Y 3EU,381,323315649485,2,17,17
5,,0,h78104459145787168,4,3,q1127291756391337,"Studio 04
Pugh harbor
Valerieshire",TD7 3GU,304,200150019291,4,96,96
7,,0,h68727701863464314,2,-9,q7672483990749108,"Studio 87N
Walker estates
West Allanchester",E2 0PB,790,282624035819,2,32,32
2,,0,h55687814432119603,2,-9,q9658995357077816,"Studio 99J
Henderson islands
Robertston",RG65 5RS,563,787876546199,2,4,4
7,,0,h13236650392723384,5,5,q9984074581626523,"9 Victoria garden
Lake Francescastad",WD1P 4UQ,886,912315993414,5,29,29
4,,0,h58135726500107620,3,2,q4813492911272095,"Flat 9
Dean mountain
Gordonborough",NE9 0HB,400,926141362328,3,19,19
5,,0,h84394129088197667,2,4,q1200873515860523,"4 Moore valleys
Lake Juliachester",DT1 4YH,550,747173556048,2,66,66
-3,,0,h15395129740629108,5,1,q7075798578397241,"378 Charlene prairie
South Jacqueline",L09 8TE,477,644913610526,5,20,20
-3,,0,h51555541840131630,1,5,q6393261030428467,"Studio 92
Harris harbor
North Carole",L3S 6BU,873,167745972306,1,59,59
4,,0,h85526114708632486,2,5,q5791705762607645,"6 Scott pass
Port Amberburgh",L11 5BS,335,1498430322,2,29,29
-7,,0,h33482642316980961,4,4,q8109834715924559,"Studio 32Z
Whittaker gateway
Garnerbury",E8 4JX,435,175014663089,4,73,73
3,,0,h76605185370553763,1,5,q3961524378776948,"Flat 68A
Diane tunnel
Port Karlburgh",DH4 8FN,920,431751523441,1,11,11
5,,0,h92695451623881107,1,3,q7426190574122896,"18 Natasha divide
Joanfort",NG2X 3EQ,520,623214254288,1,2,2
1,,0,h92603498727674228,1,2,q5634599630373828,"70 Kieran prairie
South Ross",L0 1GB,598,309953840711,1,12,12
2,,0,h94076938472341969,1,1,q3294681783495533,"0 Adam crossing
Lake Tina",G1K 9YZ,478,803934689240,1,95,95
3,,0,h20804679289027456,2,2,q2755041920234685,"Flat 73G
Toby shore
North Deniseshire",L50 2PT,214,224616277982,2,64,64
-7,,0,h46150122902428661,1,1,q5716910711897248,"269 Colin summit
Port Alexander",G4 7PZ,721,932209630190,1,96,96
2,,0,h40151144824804247,2,-7,q4390764134717648,"Flat 56H
Thomas unions
South Joemouth",SR61 5RQ,756,578003752185,2,1,1
3,,0,h97783686731574225,2,2,q3257514794848876,"Flat 28
Ruth mount
Port Francesca",HR55 9NF,725,901673702519,2,29,29
3,,0,h96459981689717915,1,2,q1345171524473123,"753 Colin flats
West Anthony",HA40 2BD,313,887444433180,1,88,88
1,,0,h73407021286215772,2,1,q2634489417564846,"Flat 46
Marilyn mill
Philipside",SM6 6BD,809,636109115867,2,66,66
5,,0,h67438935437218866,2,-9,q4653928542252725,"Flat 49
Lucy haven
South Dawn",PO1 0JS,889,522076355739,2,81,81
-3,,0,h36634445226920505,2,-7,q9035922330474292,"91 Robin trace
Grahamfort",S3F 4TT,287,792414220775,2,65,65
7,,0,h11918591411656083,1,5,q6331954298030425,"Flat 64F
Jones junction
Campbellshire",S0S 3UX,589,428681638484,1,41,41
2,,0,h35145349372840678,1,-9,q9743720668118312,"Flat 58Y
Andrea locks
West Jonathan",N34 9NG,983,518164267945,1,1,1
2,,0,h28931492986964518,4,5,q4033069272867926,"297 Payne well
West Jasmine",GY9B 9NT,314,204508475617,4,64,64
1,,0,h11954377806816878,2,1,q6417149886282994,"323 Maria path
Geoffreyhaven",N8F 3DN,137,338693504250,2,44,44
-9,,0,h69035617883461095,3,4,q6149510803139302,"Flat 1
Carl lakes
North Gregory",S31 7XA,536,22215685899,3,75,75
-3,,0,h70528686830820904,2,2,q2617321929016236,"Flat 3
Rosemary curve
Clarkborough",SA0 4FS,385,910275901104,2,38,38
5,,0,h94779748441297769,2,4,q5744360908157927,"844 George lakes
Kellyshire",LS6M 7JX,643,393384356127,2,7,7
-7,,0,h57929590607338512,2,4,q3168085889607335,"Flat 61
Diana stravenue
Lake Marcville",KY57 7PR,426,928407230318,2,25,25
-3,,0,h57209508281837537,1,-7,q7467398315911813,"Studio 01
Charlie knolls
Cooperchester",ST4 6UL,630,979491949505,1,58,58
6,,0,h65769369169807932,5,-7,q9533101670376397,"428 Hughes forges
North Josephine",G0T 5HN,977,364782482986,5,62,62
7,,0,h25312724232240907,2,4,q8537935610110948,"84 Declan neck
Mitchellberg",TA88 0FP,522,780316695574,2,6,6
5,,0,h76215760415419620,2,-9,q3972882739210454,"Flat 94
Green unions
East Declan",S7W 0NJ,690,579269332578,2,62,62
6,,0,h62165819730109185,1,2,q7667432193965491,"Flat 82z
White parkway
Paulachester",N76 5NA,940,779901708749,1,7,7
-3,,0,h12245350870978669,2,3,q7395609186600443,"Studio 68V
James landing
Dennisfort",WC09 0RP,372,305400173769,2,46,46
4,,0,h39520204856496805,1,2,q2082982023580360,"Flat 8
Tracey village
Port Cheryl",L8D 6RD,157,490494901861,1,24,24
6,,0,h19597754651703372,1,5,q2620385697352939,"Studio 66B
Carly creek
Port Eleanortown",CM63 7XU,455,498950216631,1,97,97
-7,,0,h53508134732733368,1,-9,q7841645866072256,"0 Margaret camp
Katherineshire",WR4N 9RD,435,665862038316,1,57,57
1,,0,h21204213179451262,2,3,q1767439372435742,"Studio 7
Harry vista
Middletontown",CV2W 0LJ,882,676918814003,2,5,5
1,,0,h51124800879352555,5,3,q2950763418939019,"0 Cook way
Walshborough",CT4R 1ZP,548,633459627119,5,68,68
3,,0,h43283089781546769,2,-7,q6067071512385020,"696 Birch ville
McCarthymouth",CH37 3UF,513,855807312964,2,75,75
6,,0,h70011503446993172,5,1,q1760076008836487,"Studio 6
Hall pike
Lake Patrick",G1J 5TZ,818,320378597345,5,28,28
5,,0,h45460442975512017,2,-9,q9335748109328044,"2 Murphy locks
West Annette",MK5 6BW,659,321928639175,2,52,52
-7,,0,h80736173940334952,2,-7,q4130903140932333,"3 Clarke drive
Martynport",NW36 0UD,901,595036844380,2,16,16
-9,,0,h79151291862036832,2,4,q6533036814610320,"Flat 05X
Reid plains
South Andrewbury",L0 3FP,333,199875159500,2,89,89
7,,0,h12547598667596137,1,3,q1032700203516214,"643 Francis way
West Marion",EN1N 4SZ,172,139032798659,1,70,70
-7,,0,h88134968377235226,1,-9,q7856828783498753,"7 Eileen light
East Amber",RH67 5YF,997,837355034063,1,80,80
5,,0,h31031850051028037,5,1,q9771715585092509,"75 Charles inlet
East Meganport",DL7X 0UH,235,420574204949,5,0,0
4,,0,h38337221414942384,1,4,q6070426196023347,"1 Marc spurs
South Tracyland",BH34 6BH,631,967260464040,1,48,48
2,,0,h73935171922588169,1,4,q3050682334370684,"Studio 43
Grace light
East Victorville",KY9Y 8PA,903,781399041351,1,27,27
-3,,0,h55583365543333027,1,3,q2059688747481738,"3 Hussain way
South Louisemouth",TW28 8TH,553,242918730527,1,76,76
7,,0,h60857690989368250,2,3,q9521272407151548,"Flat 59q
Rogers squares
Port Carl",SG3 1RA,680,696013594569,2,36,36
3,,0,h58826788916180844,1,-9,q3706037402635081,"125 Lloyd neck
North Fionaport",W5 2JZ,704,275494725558,1,74,74
7,,0,h10756159367754306,1,4,q7599636569845965,"3 Jayne mews
New Dylan",MK8H 0NH,746,248708857533,1,89,89
4,,0,h35982486227635165,2,1,q9399956414362073,"486 Simpson gardens
Port Mathew",W6 9HP,507,661130609892,2,39,39
1,,0,h98788111946283674,2,4,q2176585723024452,"53 Nigel summit
Abbiebury",G6 5ZH,692,729038430923,2,27,27
-7,,0,h66360180399505394,5,3,q5664088641913011,"620 Ryan club
West Gemmaborough",LA87 7BS,673,12633501283,5,32,32
-7,,0,h17329426358535858,1,2,q7503169996555807,"Studio 6
Shaw isle
Matthewport",CW8 5LN,970,179028580369,1,48,48
7,,0,h11488337965576031,1,-7,q1756527350616641,"090 Pearson tunnel
New Lynne",E87 3DF,746,337109203623,1,50,50
4,,0,h60984913607333791,4,2,q6910111078607041,"Studio 33J
Sam spring
West Kieran",M9 6TQ,508,540082663793,4,83,83
-3,,0,h99631297971548517,5,-9,q4981287101785119,"Studio 3
Spencer hills
Suzannemouth",S7 7XY,161,11305192497,5,51,51
5,,0,h83004367088141528,2,1,q8576821117156931,"Flat 93J
Barnes port
Suttonborough",SR9 5NB,749,841606469011,2,2,2
-3,,0,h23134928555215960,2,-7,q3395690597337135,"555 Jackson drive
Fosterside",GL4M 3DU,247,161427716575,2,72,72
4,,0,h83900698641139738,1,-7,q4325346896708899,"Flat 46Z
Ferguson hollow
Thompsonberg",HR8V 0QU,984,56062421735,1,28,28
-9,,0,h41102802998533290,2,3,q2926154428880869,"144 Victoria walks
North Mariaview",PO8B 2HR,563,252847299646,2,85,85
-9,,0,h96532307139216479,2,-9,q9740370669023842,"Flat 71s
Weston mountain
Jordanbury",SK4V 3HF,503,934215195589,2,26,26
-7,,0,h50309224556592203,1,-7,q4606756507106030,"Flat 85
Richardson rapids
Port Alexborough",N4E 4BF,664,594947869848,1,7,7
6,,0,h80172900365971941,5,-7,q3881550451668740,"Flat 4
White trail
Charltonland",S31 0TG,348,116045640922,5,33,33
3,,0,h83647919050351935,2,-9,q2802183926514508,"9 Charlton rue
Morrisville",NP6 7PY,471,487956055446,2,38,38
-3,,0,h43537318645806372,2,4,q5998920080891706,"686 Davies loop
Angelahaven",M1 6ER,987,755454112367,2,26,26
6,,0,h11814131691344205,2,4,q4161932108526284,"Flat 0
Williams ramp
Kinghaven",M7U 5YW,430,53843256690,2,40,40
-7,,0,h51921937341824409,1,5,q2925711844929239,"Studio 53U
Abigail radial
Mollymouth",E9 5LZ,804,244278378258,1,65,65
-7,,0,h80977741561614735,2,1,q2993306923260724,"5 Aimee hills
Bennettchester",B26 4QR,733,43070282725,2,70,70
2,,0,h13149075860176746,2,3,q6522501655314522,"Flat 66
Richardson mountain
New Stuart",B8A 1UY,503,438016065300,2,68,68
-3,,0,h97059079643434619,2,1,q9414606661330385,"Flat 94q
Gareth mountains
Kirbyside",N25 9YY,248,876749203213,2,17,17
2,,0,h40193303154384770,4,5,q8400819388319414,"9 Rachel trace
Maxport",LE67 9RB,766,541392324647,4,9,9
-9,,0,h14219641470286307,3,4,q1915160685644196,"Studio 45
June bypass
Elliotport",N0 7UX,520,277562657212,3,80,80
-9,,0,h40607582786662604,1,5,q9435418084930463,"Flat 77j
Evans crest
North Anne",W3K 0QD,193,527759674841,1,71,71
1,,0,h42696680599691219,2,2,q2314411756541522,"89 Iqbal mountain
New Oliviafort",IG8 4WS,605,270350949984,2,87,87
-7,,0,h56008065835979412,1,1,q1479874740374326,"85 Holmes shore
Hortonton",S4 0PU,942,184898672699,1,72,72
3,,0,h73751580378863603,2,5,q5808251147185510,"Studio 46Z
Kate key
Smithshire",B6 2ZX,325,870286159612,2,43,43
6,,0,h19987551683643380,2,4,q1883891354290460,"Studio 8
Raymond pike
Hawkinsburgh",L1S 3YB,183,343398530181,2,54,54
3,,0,h28021317689743797,3,5,q7089535817909184,"55 Chambers plaza
East Fiona",W2 3EX,682,791238461885,3,59,59
1,,0,h70329184466672602,2,-9,q8198360160970431,"15 James brook
Lake Louiseshire",G6 3YN,107,780396726103,2,58,58
4,,0,h46094682261203662,2,1,q9637139501358891,"64 Dennis summit
Atkinsfurt",SY2A 0FF,740,378690907314,2,7,7
5,,0,h12533403109325113,4,1,q5074659736892801,"Studio 38
Turner squares
Harperfort",M98 6XR,125,226970125326,4,15,15
1,,0,h95603743135663385,2,5,q2537285009275309,"8 Rice pike
West Neil",S1U 8TH,353,727681685,2,70,70
-9,,0,h16836681439472244,2,5,q5168231196702586,"565 Lewis pike
West Nathantown",HD79 2WQ,891,327000063553,2,35,35
6,,0,h44318402114546365,5,4,q9652906787920814,"Studio 92f
Joshua junctions
East Gavintown",HD4 9ED,369,905326388473,5,41,41
5,,0,h15259705292998412,2,2,q5065297019665198,"Studio 10
Ellis stream
Rosechester",L3J 9DW,250,223491413591,2,18,18
3,,0,h80050742823886564,2,5,q1757306151505477,"Studio 00J
Gordon plaza
Davieschester",S66 3AR,270,988106004935,2,23,23
