Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_Address,Household_Address_Postcode,Household_ID,Household_OA,Household_UPRN,Number_Of_Usual_Residents,Ownership_Type
6,,0,"Flat 7
Matthews station, Lake Jenna",TQ97 8DH,72247261911518504,E00152589,422434752199,1,4
6,,0,"1 James extension, Thorntonside",M7K 8JG,80147285325355641,E00119912,113004092459,1,4
6,,0,"39 Martyn spurs, Lake Sarah",E53 1YY,20476765156812397,E00119787,841075470860,2,4
6,,0,-9,ST1 7ZY,11559237160255096,E00135547,369825601183,3,-7
-3,,0,"766 Turner lakes, Lake Victorfort",SM03 3HS,53160110190860359,E00135830,547181430002,1,-7
-9,,0,"Flat 05p
Gough cape, South Louise",WD9A 0YQ,81207333536749990,E00152677,389907568988,5,4
5,,0,"Flat 57
Farmer viaduct, North Carolinebury",-9,97824523830601367,E00037288,686654528717,5,-9
1,,0,"499 Joshua islands, Andersonville",CR4 6FB,75469133674491077,E00163964,23357280131,1,-7
-7,,0,"99 Simpson dam, Robertsville",WV3H 5PX,33024089490480089,E00135813,706515404366,2,-7
-3,,0,"30 James lock, Phillipsmouth",N08 0DH,55573166045055098,E00152556,778335947379,2,4
-9,,0,"073 Austin view, Terryview",TD7Y 0QT,59372427338238156,E00141207,56197451786,2,-7
7,,0,"Flat 38a
Todd passage, Lake Sharon",KY0R 9WG,34165147951065766,E00135454,635402412699,5,2
3,,0,"Flat 63
Bates estate, Stanleyview",G5B 9DG,31377708743530951,E00037252,579571304515,3,-9
-3,,0,"Studio 8
Brenda square, East Leahview",PL1 0SU,13118830609665292,E00119936,257899317347,4,1
4,,0,"Flat 2
Smith lane, South Francis",L9 4UD,58361480996065227,E00172230,86869953392,2,3
5,,0,"Studio 09
Danry motorway, Lake Gordonmouth",HG90 2TB,83946744667355495,E00163900,637226840354,2,-7
-7,,0,"Flat 00K
Sophie parkways, Lake Francesport",M5T 6JD,28545164246203109,E00037338,553507030683,1,2
1,,0,"343 White squares, New Jackview",E67 1XE,17462099869373553,E00163861,286662281680,2,-7
3,,0,"Flat 26
Jackson dam, Port Clive",N1A 9BD,22978734660330147,E00135676,311392175901,3,1
-9,,0,"515 Rhodes brook, Kimchester",E7 8EH,42548428532158539,E00135447,895536165920,4,4
-7,,0,"67 Roberts roads, Peterbury",N7B 2SX,98236310937823224,E00141264,412540562939,1,-9
-3,,0,"02 Victoria course, South Bernard",EN68 6LN,73298858566301843,E00135531,762459618176,2,5
-9,,0,"5 Cooper square, Wendyport",EX6X 7ZW,60805147296780237,E00120120,454984239371,3,-7
-3,,0,"16 Bruce ranch, East Julie",M8W 1FY,44766063686304501,E00037309,977822158057,3,2
1,,0,"Flat 97
Wilson fields, South Mariachester",WS2V 4PL,27908318976833447,E00172215,585622561536,3,5
-3,,0,"0 Kayleigh meadows, Port Bryanville",S4 1XU,69085646415460578,E00119927,277754220158,5,5
-9,,0,"Flat 97
Collins manors, South Lorraineburgh",M9 6FT,36475492805548755,E00135523,73586471470,1,-9
5,,0,"Studio 61
Dylan summit, East Joannaport",LD57 7LY,62181052247240346,E00165342,517059433297,2,2
-3,,0,"5 Sandra rue, Port Michaelview",IM8B 8UR,69272599939968608,E00141236,519667537706,2,-7
3,,0,"Studio 19P
Pauline inlet, Edwardsmouth",E9 4DA,92785984047272191,E00037147,197874852179,2,1
-3,,0,"Studio 9
Dorothy highway, East Samuel",E3 0ER,77822631981315333,E00135772,827803986552,4,1
5,,0,-9,KY7 6TU,47175916934388725,E00135808,390415548172,1,-9
3,,0,"993 Wood parkways, Ballton",G0W 3PJ,95632442808283413,E00142270,195202712041,4,2
7,,0,"6 Brown radial, North Brandonstad",L5 9TY,35377108845837046,E00135413,854917203423,1,2
3,,0,"0 Jones plain, West Jack",TD3R 9ZN,61226434165083130,E00165607,898164605068,2,3
6,,0,"70 Bernard point, Taylortown",W0C 5XG,54699583318070224,E00164104,401516128270,2,-7
3,,0,"54 Josephine manors, Jamesfort",BD3H 9AT,27874911711820387,E00119980,854658326557,1,5
4,,0,"555ZShane lock, East Lyndastad",ME3W 0QH,78185217276140632,E00119956,55594085025,1,3
4,,0,"Flat 7
Shannon village, West Annfurt",TR80 6XZ,53300517191588178,E00037361,17278544550,4,5
-7,,0,"Studio 0
Alex valley, Waynefurt",M1K 2UQ,34647687968108064,E00135474,320703786800,2,2
-7,,0,"Studio 78J
Thomas pines, New Neil",AL50 6NL,33986349754831588,E00119861,376789450654,2,-7
6,,0,"270 Davey dale, Reynoldsborough",BN88 5EQ,66178775966057938,E00119886,143255824772,1,3
3,,0,"12 Gregory radial, Smithside",B3S 0DH,59202912527752149,E00172230,682791476054,2,3
-7,,0,"Flat 21G
O'Brien manor, Kellyburgh",CF4W 6FP,59444426842096295,E00153531,400908361465,3,-7
2,,0,"532 Mills field, South Beverley",-9,56759017123183844,E00135465,505983966381,2,2
2,,0,"12 Hughes place, Prestonchester",B5A 6PJ,40227654372283664,E00120129,475523722043,1,5
-3,,0,"Studio 91
Ryan crest, Collinsmouth",N0J 2FL,78257911401882666,E00037304,785254715180,2,2
7,,0,"3 Chelsea valleys, West Trevorview",BR9X 2WF,10817346185826657,E00165571,787980814887,1,-9
2,,0,"1 Barnes wall, South Joshuaside",FY6 9SQ,21048993555063888,E00153636,253990577117,1,4
7,,0,"6 Christopher valley, Lawrenceland",N0 7BH,66680983165999159,E00164603,64107858821,5,3
5,,0,"Studio 6
Brown light, East Jeremybury",L5 7US,79615233041790143,E00164108,357152018095,2,5
6,,0,"Flat 5
Tracey coves, New Gordonville",KY76 1RB,34593690404473041,E00153403,981262603048,4,-9
2,,0,"Studio 54
Cook ports, Williamshaven",N42 2NJ,74234085048999023,E00135721,294246653879,1,4
2,,0,"66 Ruth point, Nigelfort",-9,82537646165059223,E00165430,856867482238,1,3
4,,0,"75 Amy isle, PhJlipchester",DY16 5JB,92173806172178263,E00165484,276601048300,2,5
-3,,0,"85 Marion run, Port Scottmouth",SL4R 8NT,55232568024992571,E00135561,15924504242,2,-9
5,,0,"Flat 58F
Curtis parkways, Kennethstad",M9 3BN,52035636507042197,E00141215,791068588067,1,1
-7,,0,"Studio 98R
Campbell square, Khanhaven",SY09 8TW,85338689204711470,E00135823,922414400995,1,4
1,,0,-9,PA41 1YJ,36435946680525627,E00153428,739004155323,4,-9
5,,0,"Flat 58L
Jones neck, Smithberg",SW81 8AJ,10561111633949490,E00165343,13642077839,2,-7
-9,,0,"Flat 7
Wilkinson ports, Carolfurt",SN0N 0NA,38225573876281201,E00142051,257072775824,2,5
5,,0,"180 Wilson motorway, Hallview",ST08 5ND,32932678806795897,E00164523,287167449048,5,-9
-3,,0,"Flat 82H
Malcolm isle, South Hughchester",SW46 6HR,85437058650058200,E00152607,783898156682,1,-7
-9,,0,-9,SG3M 4GA,48091390503914315,E00152507,603168573104,1,-7
7,,0,"96 Kelly fork, Port Neilton",-9,24064159073467927,E00037290,354201353308,2,-9
-3,,0,"95 Laura bridge, Jacobside",YO92 2HJ,57639049005651464,E00164607,113875077129,2,-7
6,,0,"903 Maria village, Burkemouth",E9 2PF,80033745521673778,E00120140,321748439984,4,2
2,,0,"565 O'Brien gateway, North Melanie",W2 3ZN,28522152205846200,E00119915,145035861548,5,5
5,,0,"02 Julie lodge, East Mauricestad",OX7 1ZP,67600126802298566,E00165560,404906040744,4,4
3,,0,"Studio 45
Burrows wall, Juliaport",N15 3HN,64518399538028141,E00165559,736188358973,3,-9
2,,0,"Studio 11
Sian ridge, Thomasport",N02 9ND,66057915903636967,E00119826,996141613810,5,-7
1,,0,"92 Sylvia heights, Jodiestad",G3H 9JJ,36392495834917519,E00119822,291654245349,5,2
5,,0,"7 Josephine squares, Lesliehaven",B7D 5RH,50222454821299070,E00119948,305505392922,1,3
-9,,0,"Flat 25y
Hancock plains, New Holliestad",PR84 5FH,87066411187498148,E00165659,363358968529,1,-9
6,,0,"7 Harris divide, North Susan",KY5N 4EW,20912697205768165,E00165529,154922220278,2,-7
6,,0,"0 Brandon loaf, Wayneview",W1C 2TQ,32993695329540206,E00152656,728407699328,3,1
1,,0,"292 Davis manors, Port Meganport",LA7 6RG,12653080604211019,E00037401,618981785532,1,3
-3,,0,"75 Warner key, East Paulineton",SK7 9ZR,75519914818755503,E00135813,851888732319,3,-7
-7,,0,"3 Gordon plaza, Port Philipshire",BH6V 5HJ,89466617044434248,E00037359,475273161363,4,-9
4,,0,"08 Williams junction, West Jeanstad",M9C 4RP,63485522983947594,E00120041,783619623362,1,2
6,,0,"3 Preston cove, North Patricia",S6 3UX,71898215433315005,E00142024,796740805908,1,4
-7,,0,"5 Julie coves, South Denis",B5 4BW,83008493644256682,E00164609,312351764569,3,-9
-7,,0,"Flat 33V
Gordon camp, East Kate",E5G 0US,46450198693750484,E00165501,993915645488,2,3
5,,0,"746 Hammond lodge, Kirstyburgh",G8 9LL,90770945234926370,E00164402,186753912214,1,5
6,,0,"Studio 51Y
Peters forge, West Valerieview",BH2 4PS,17772662923875397,E00152663,337245044466,4,3
-9,,0,-9,G2 1NB,92036315084852829,E00152535,322949278815,5,3
-9,,0,"Studio 49Q
Jill mountains, Staceyton",NW80 5YD,69321505940975232,E00165368,220499162003,2,2
6,,0,"Studio 62
Gareth mountains, Staceyfurt",G0 3YX,24920073775136470,E00120146,11505934043,4,-7
-9,,0,"391 Shirley mission, Annbury",N1 2ZA,27301203405396025,E00135688,139469213358,1,3
3,,0,"3 Jennifer trafficway, Lake Bethanborough",WR4P 4XY,68777250456600795,E00152599,752152553468,3,2
7,,0,"Flat 81
Simon villages, North Craig",SK1 6PY,26742007190213182,E00171584,482197700982,2,4
-7,,0,"859 Lowe creek, Jillburgh",N57 9RE,54586980673825029,E00152626,953821344138,5,-9
3,,0,"372 Jennings lake, Lake Clare",LD3B 3HF,58324933167081967,E00165641,383154620790,2,5
5,,0,"26 Diana plain, Robinsonport",CO38 0PE,78796591601782326,E00152642,281804634031,2,5
2,,0,"Flat 04
Scott ford, West Lucy",W47 9LA,77956563013345471,E00141210,750303259614,3,-7
-7,,0,"Studio 31i
Anderson mount, Elliottborough",W30 4AG,56038102618900308,E00037150,789356540605,4,-9
-9,,0,"693 Williams ports, Hawkinshaven",L11 4DX,69869874242530676,E00120010,806185485069,1,2
2,,0,"3 Jones haven, Michellefurt",BS6W 6UN,94974265554424744,E00120045,709004856046,2,5
3,,0,"42 Martin underpass, West Ritaside",DL2A 3QW,44106596921941057,E00152672,268447653738,1,1
7,,0,"Studio 87
Denise mission, Paigefurt",M7 8QY,56252116107548054,E00152608,38407780762,2,-7
-9,,0,"Studio 4
Jessica mission, Leahshire",G6F 2SS,79806369514766521,E00172219,140415154949,5,5
3,,0,"Studio 92
Lynda locks, Newtonberg",E24 4XR,97957217608639644,E00165435,78297118650,1,-9
2,,0,"219 Barbara tunnel, Allenside",S9B 6ZU,66695746496834229,E00120092,400119553462,2,2
7,,0,"6 Harrison estate, West Julian",E14 0NG,83080135458694332,E00141212,686229001845,5,5
6,,0,"Studio 0
Gordon greens, Derekport",DE3A 0RA,91854885286505196,E00153538,798738488162,2,4
7,,0,"Flat 69
North dale, Kingmouth",RH4 2SX,59514473621675254,E00152523,122814598284,3,1
4,,0,"0 Murphy forest, Michellestad",LU7 8ER,45864814520958273,E00164494,650893685517,3,1
6,,0,"Flat 00
Maria locks, New Bruceview",S5C 1uJ,99199271606731636,E00141246,933174099615,2,1
-7,,0,"04 Singh row, Chelseafurt",DH78 8WN,21909915842714813,E00153576,125535736138,1,-9
2,,0,"48 Darren tunnel, Stephaniestad",IV89 3AT,25466878095975161,E00119902,176820337465,2,-9
6,,0,"Studio 05
Kyle club, Lake Gary",NR90 4EA,93400041287073586,E00165438,770306971475,2,5
-9,,0,"Studio 48n
Lewis rest, Northshire",DN3 6EL,68116622713830501,E00153529,463106763095,2,5
5,,0,"Studio 2
Marshall points, West Geoffrey",SL2E 6RS,29553215040752116,E00037239,948459087424,1,-9
3,,0,"0 Farrell terrace, Mistryport",LS4P 2DU,67538361723569130,E00163906,747336147508,1,-7
3,,0,"5 Kathryn ramp, Matthewtown",L46 0SL,65005609820711530,E00172214,111251703886,2,2
-7,,0,"Flat 85
Conor heights, North Phillip",W7 8FQ,33319105193049638,E00135541,268702761725,1,4
7,,0,"64 Payne village, South Lydiabury",RG59 1HY,37081808834485060,E00164549,581399518468,1,4
-7,,0,"06 Turnbull green, Rhysfort",CW6 5UY,29446299247054962,E00135754,371680828410,2,1
-7,,0,"Flat 3
Evans stream, Fletchertown",G33 0UE,46449232686550040,E00037309,572877165962,2,1
-3,,0,"61 Robinson course, North Lyndaland",BN9 7WN,16088234974076106,E00164579,544076879186,1,3
7,,0,"071 Khan squares, West Marie",NW17 6QG,46120129457978128,E00164506,368483736682,2,4
2,,0,"Studio 63b
West shoals, Port Gavinmouth",IP5M 7PQ,85795673788523184,E00165558,714032035164,4,-9
-7,,0,"532 Jones extension, South Lisamouth",W21 8TZ,54476170588510245,E00119803,468336860374,2,-7
3,,0,"9 Vincent run, Jonesmouth",WS8P 4DZ,68916407675746031,E00164047,694789302684,3,5
5,,0,"35 Brett extension, Fionachester",SW5 3WD,99797360565244136,E00037256,360829616668,2,3
4,,0,"Studio 68
Nicole forge, East Donnaton",N6 9QL,53357674563757201,E00037193,731648156906,2,5
4,,0,"Flat 9
Thompson motorway, South Kayleigh",DL2H 1EU,50214742564891317,E00037087,655394318588,2,3
-3,,0,"527 Wilson fords, Kathryntown",TN0H 2SG,19332441075270438,E00037335,290324607076,1,4
3,,0,"738 Justin shore, East Joshuaville",M21 9YU,68837038021041300,E00164494,88622881468,2,-9
2,,0,"750 Kelly forge, South Marilyn",BD7 1WQ,66794502698963870,E00153581,849888563252,2,3
4,,0,"Flat 46
Kaur grove, Port Brian",W6 7FU,66562712204015959,E00164524,760199060609,3,-7
-3,,0,"Studio 75
Edwards grove, Greenfurt",TF0 8NP,41962229914614565,E00164528,712318345608,2,5
7,,0,"Flat 32
Christopher wall, North Rachael",LD4 8UQ,93129420925218570,E00153401,721525381344,5,-7
2,,0,"1 Thompson parkways, Katybury",N6 9LZ,58032526502993843,E00171607,322122463190,2,5
1,,0,"95 Gerald trafficway, New Robin",W7 3YQ,28748218582047865,E00135778,264529240849,2,1
7,,0,"9 Brooks union, Howardmouth",W32 8RN,21176638462823426,E00164471,654573675446,4,4
1,,0,"766 Edwards loaf, West Kennethmouth",B5K 2ST,85787493033277330,E00120054,367631026602,4,4
6,,0,"Studio 58K
Baldwin forges, Staceyside",ZE46 3US,81594633918365175,E00037302,148530801205,2,4
5,,0,"Studio 4
Gemma roads, Lake Normanstad",S00 4GX,66156113036343459,E00165551,559197377642,1,2
3,,0,"017 Ross drives, Birchfurt",SS32 2YT,16428392645220835,E00153417,489081004445,1,2
-7,,0,"1 Carolyn bypass, Longbury",N8F 3WH,71977950781502005,E00172222,988671918255,4,1
6,,0,"8 Alexander flats, West Jeremyland",SP4P 8NS,90871361199853625,E00164607,984156789476,4,2
-3,,0,"2 Donald centers, North Toby",B00 0GJ,40456932031988275,E00135529,281010549204,3,-7
1,,0,"Flat 43
Diana land, Lake Neilburgh",L1 8YT,94890232090109540,E00165523,722161243222,1,3
2,,0,"Studio 5
Reed island, Justinburgh",W68 3BW,35089242665144302,E00119971,66083792218,2,3
-7,,0,"67 Burns island, Beverleyview",NN8Y 8NS,93845885667397119,E00165523,311323171545,2,2
1,,0,"Flat 09
Bryant rapids, Marshallberg",TR3P 1LH,96417239774502959,E00119824,104592830604,2,5
-9,,0,"Studio 9
Allen turnpike, Lake Shanestad",JE4P 3WB,51034539692176097,E00142075,860025961524,2,-7
2,,0,"3 Reed fall, Carterton",JE5 3HT,88599335626464826,E00142038,635057510972,1,3
7,,0,"Flat 44
Edwards rapid, North Gary",SE7 9GR,57603914184606755,E00135420,525172480401,2,1
7,,0,"Studio 1
Justin viaduct, Phillipsmouth",BS7 7YJ,53628544099774250,E00135600,4696646419,1,-7
7,,0,"4 Marc pines, West Clareside",WC9 0AG,56680991755796358,E00165399,333997462891,2,-7
7,,0,"333 Carter hill, East Janice",GL13 5XE,10296919761788389,E00165548,846946492341,2,-9
-7,,0,"758 Wilson walks, Port Elaineside",AL94 3AA,79419568085305446,E00135559,950614338927,1,1
1,,0,"59 Alexander lakes, Patrickport",LU12 8JH,79104367112860479,E00135492,221517572472,1,2
-9,,0,"Studio 48
Helen burgs, North Barbaramouth",N25 9ZB,88823020094981678,E00119897,442077733200,1,1
1,,0,"Flat 50Q
Abdul ville, New Waynemouth",WC0H 7GR,97914969460879662,E00135545,643259192091,2,-9
7,,0,"Studio 7
Wells forge, Newmanmouth",WF5W 4RY,73539160925873090,E00164555,796833481203,1,-7
-3,,0,"778 Walker parks, Paigestad",WF67 1NW,58928852182071114,E00164468,244762577732,1,1
-7,,0,"Flat 00
Lamb inlet, Juliafort",ME16 6WZ,51170504505822914,E00120049,488163766791,5,4
6,,0,"10 Harris glen, South Aliceland",L13 5RF,88492710426906348,E00163901,78099305992,2,3
4,,0,"Flat 58P
Wright highway, Miahland",W7 9HS,17203249946050667,E00141231,66647927946,1,-9
1,,0,-9,PH09 2JH,67998521755972830,E00164584,55527615772,4,3
5,,0,"Flat 61
Matthew view, Leeview",NR61 5BU,21015014877729118,E00119963,485649061220,2,-7
1,,0,"22 Katie parkways, Kingborough",B6 2TL,90280609851269397,E00135684,886568416286,2,5
-7,,0,"18 Cooke mews, East Jackland",W6G 2XT,83384000344138667,E00142074,269565376707,2,-9
-9,,0,"564 Connor brooks, Marcusland",N2S 8HS,73004606880831075,E00120109,32972560645,2,5
-3,,0,"112 Callum green, West Samshire",SE9N 8PS,66726364468184860,E00135812,617814263003,1,4
7,,0,"Flat 5
Turner summit, Griffithsview",L44 4GL,21875753368832206,E00165538,576423043256,1,5
6,,0,"27 Robertson tunnel, Reidmouth",BR8N 1JB,61338010997546055,E00163843,707749267056,2,-9
1,,0,"56 Ellie terrace, Dorothychester",N6 2TX,24287141403301559,E00164001,612656787718,4,5
5,,0,"9 Reid lights, Maureenstad",G1B 6JJ,44743199725645717,E00135510,195949998513,5,4
5,,0,"6 Sanders alley, Katyview",G4H 2JW,21837410466201208,E00169944,128454276824,1,5
7,,0,"Studio 5
Gardner square, Guymouth",W3B 5DP,39182031523058069,E00037315,338897616156,1,5
2,,0,"4 AhmZd parks, Sallyberg",B5 1YJ,85759821968151858,E00135667,675176237023,1,2
7,,0,"Studio 66
Clark springs, Elliotborough",CF7R 2QB,58059502489975881,E00120010,552956627986,1,5
6,,0,-9,NW6R 8AE,26421723956463045,E00164499,300122390741,5,-7
3,,0,"Flat 08Y
Natasha fords, Stevenville",E9 2NL,70828517984524489,E00119900,238911008073,2,2
5,,0,"Studio 68
Bruce burg, South Geoffrey",NP84 8UX,83707042826986761,E00120087,682278558283,4,1
4,,0,"41 Fisher harbors, Smithhaven",L7 9AU,92200351216325871,E00135466,446924122243,2,-7
7,,0,"Studio 2
Chapman ranch, Jordanstad",AL9 2ST,64768735410028911,E00171610,651973137395,2,-9
6,,0,"Studio 86
Forster fields, South Denisechester",JE2 9ER,40020870890456706,E00135392,818753234647,1,2
-3,,0,"Studio 8
Macdonald forges, Melissachester",E21 4US,60717768881646226,E00153421,629654071385,1,5
-9,,0,"854 Carole islands, East Kathryn",LU1X 3SW,79451209542480013,E00135750,915246017016,2,1
-3,,0,"Flat 55
Barber pine, Adamsfurt",L6W 0JE,45189901930450521,E00153469,481905683079,3,3
-7,,0,"096 Houghton terrace, Port Carol",G9H 3YQ,36187815623276856,E00165602,152813782677,2,4
5,,0,"735 Jordan stravenue, West Annemouth",S6 8QD,78294136517832433,E00165474,415752368541,2,-9
-3,,0,"207 Stuart shores, Lake Yvonneberg",CM03 6HP,93495888647529072,E00135805,337512061924,3,-9
2,,0,"Flat 2
Marc locks, Port Daniel",M7F 5PY,18519256397586240,E00164422,903540666440,1,-9
7,,0,"023 Nicholas brooks, Buckleystad",M93 2EU,48027655906158570,E00164399,451213764760,2,5
4,,0,"Flat 06A
Hart light, Armstrongberg",LA94 6JB,18780554169645807,E00152514,719651114139,2,-9
-7,,0,"09 Robinson curve, Evanstown",BD0 3SA,57841423510163330,E00135607,738671366599,1,5
5,,0,"Flat 4
Weston landing, Lake Julia",W8 2DQ,85420503338517732,E00153674,269282174140,3,-7
-3,,0,"77 Samuel station, Hodgsonfort",S00 8WD,11253986122701576,E00171438,200434494512,4,3
-7,,0,-9,-9,80883720325041314,E00165518,943378389514,1,3
5,,0,"94 Justin mountain, East Declan",WwB 2SA,20236219121654205,E00142176,699586479500,4,3
-7,,0,"59 George radial, Lake Craig",WN05 1ND,72769281163610514,E00135580,174075022121,2,4
3,,0,"Studio 63A
Georgia camp, Alexborough",G5S 1ZF,71364556725639179,E00165618,185078543835,2,2
-7,,0,"295 Heather terrace, Derekhaven",E34 1AY,84853045659823142,E00164609,469779306159,5,5
-9,,0,"432 Bailey ford, Carolinechester",PO99 1RU,16352408970982945,E00163962,133833136436,4,1
2,,0,"677 Kerry wall, Loweside",M53 8JR,31120379405078451,E00164390,434362814352,5,3
-3,,0,"Flat 4
Parsons run, Gillstad",IG71 4HW,40195881146587274,E00135538,585797828929,1,-9
4,,0,"2 Tom hollow, South Olivia",LS12 2QS,29980848074299498,E00165385,110063513272,4,4
-3,,0,"Flat 4
Zoe estates, South Lynnmouth",G98 3NX,75733239077380613,E00135400,144498102710,4,5
-7,,0,"Flat 4
Hamilton burgs, South Mohammedview",AB4 8ZS,14344213362188418,E00141213,678172275383,2,3
-9,,0,"386 Gareth glen, Arnoldland",W05 1JR,59597416486187721,E00169655,465371552283,2,4
3,,0,"93 Maurice prairie, Angelashire",GI2H 3TB,55366725684986208,E00135821,809645921872,1,-9
2,,0,"658 Bentley roads, West Katie",SO44 3HJ,35403391999619887,E00164014,79669452238,2,3
7,,0,"Flat 3
Naomi skyway, Port Hazel",EC30 9AX,93974793890401812,E00142059,550846026693,1,4
2,,0,"6 Long burg, Brownton",B6U 2BE,92161338243804700,E00164113,208911015279,1,3
1,,0,"Flat 3
Walker unions, Thompsonhaven",B0 0DH,54008520884618788,E00119850,630192717038,1,-7
2,,0,"53 Henderson causeway, South Dominicbury",SN78 6NT,51598611378105594,E00135488,214130871962,1,1
7,,0,"6 Quinn loop, Maymouth",E03 2HU,38119386277940597,E00135803,579410769644,4,1
-3,,0,"Flat 1
Damian terrace, West Barryborough",L56 3XZ,86446693904917720,E00142075,586700376238,2,-9
2,,0,"Studio 4
James loop, Khanland",PA0X 3BJ,48417847352811432,E00170124,597114337204,5,3
1,,0,"76 Shepherd cliffs, West Jamieville",B4S 7SA,71648117974521940,E00141229,715954103020,2,5
-9,,0,"Flat 5
Keith trail, New Debra",TD3 4XW,41645339173588687,E00165453,148852027224,5,5
-7,,0,"Flat 8
Smith summit, East Jadefurt",OX81 2WG,36966170336697260,E00153391,905499519260,1,1
3,,0,"Studio 87M
Iain row, North Leon",EX1X 8UJ,35047657405291800,E00164377,906208696435,1,4
3,,0,"Studio 78
Aaron mission, Pritchardmouth",AL78 3ZG,81949475161800445,E00135770,322839547059,3,-7
7,,0,"716 Mohammad shore, New Debrafurt",BD4E 5ED,25687764976660504,E00165625,949199352927,1,2
5,,0,"Flat 08
Frank mountains, New Bethany",HA3 6JP,79384631806834936,E00135802,856899303546,1,-9
3,,0,"26 Leigh viaduct, Joannaland",TD05 5PW,84927255589929459,E00152535,20485412568,4,2
